,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
12,2021-04-05 08:24:06+00:00,71289,3688,1378986791848407041,"Another day another set 😰Lights, camera ..... #IPL https://t.co/EZU3JZ1XhJ",ImRo45
13,2021-03-29 13:12:45+00:00,45752,3439,1376522717445296128,"Wishing all @LaLigaEN fans a happy &amp; safe Holi.

#laligasantander #happyholi https://t.co/qkHPIdOjSU",ImRo45
14,2021-03-24 12:36:11+00:00,31293,3121,1374701576036642817,"Hitman ko lagta hai ki yeh anthem superhit hai! 😎

Ab har gali mein goonjega #IndiaKaApnaMantra.

Aap bhi dekho @IPL aur @StarSportsIndia ka naya #VIVOIPL Anthem aur share karo #IndiaKaApnaMantra. https://t.co/eNm1ABZMe2",ImRo45
15,2021-03-21 06:03:56+00:00,161212,11509,1373515699792998401,Outstanding presentation of skills and mindset through the series by everyone 👌Fantastic series win for India. We move on 👏 https://t.co/gBm9PzbuNd,ImRo45
16,2021-03-06 14:40:23+00:00,151284,10587,1368209851008962560,Great finish to a fantastic test series. We now look forward to World Test Championship 😁 @BCCI https://t.co/H1Q9NkWrgD,ImRo45
17,2021-03-02 11:36:26+00:00,103010,5502,1366714007843790850,"This is us ringing Pujara’s door bell and scampering, after fielding for 2 days 😀 @cheteshwar1  @imkuldeep18 https://t.co/iuYZwxLBaF",ImRo45
18,2021-02-25 17:01:55+00:00,159089,11109,1364983980043300871,Good win for team. Huge compliments to @ashwinravi99 for reaching 400 test wickets and @ImIshant for appearing 100 times in the test cricket. Brilliant feat guys 👏👏,ImRo45
19,2021-02-19 12:00:47+00:00,58170,4860,1362733871213649920,Welcome to the city of heroics! https://t.co/RndgQzzmzy,ImRo45
20,2021-02-18 12:27:21+00:00,92699,6540,1362378166900195332,Great work so far @mipaltan 👍😁,ImRo45
21,2021-02-13 15:11:03+00:00,156620,9146,1360607424361549824,Fingers seem to be fine. Sammy and I giving mamma a little rub on sore fingers 😄 🤞 https://t.co/lsQ21f19Me,ImRo45
22,2021-02-03 18:13:18+00:00,207997,33286,1357029409593561088,India has always been stronger when we all stand together and finding a solution is the need of the hour. Our farmers play an important role in our nation’s well being and I am sure everyone will play their roles to find a solution TOGETHER. #IndiaTogether 🇮🇳,ImRo45
23,2021-01-27 08:00:07+00:00,31592,2177,1354338381568700417,"Congratulations team, @R1SEWorldwide.
Looking forward to continuing our wonderful partnership. 👊 #RISEasOne https://t.co/3WzmLJnFoM",ImRo45
24,2021-01-26 05:42:19+00:00,126997,7496,1353941314706915333,"Pride, love and passion for 🇮🇳

Wishing you all a #HappyRepublicDay! https://t.co/gddLDjnvar",ImRo45
25,2021-01-19 12:21:14+00:00,227323,18140,1351504991530278914,An indescribable feeling for an indestructible team. No matter what hardships came our way we made it through. Everyone played fearlessly and it was truly a treat to watch. A game to remember forever. @BCCI https://t.co/kMuXBTEbkK,ImRo45
26,2021-01-11 14:51:47+00:00,162265,12312,1348643774142955528,Incredible feeling this. Congratulations to both of you. God bless. https://t.co/E6SRHcazyr,ImRo45
27,2021-01-11 13:05:40+00:00,248537,13945,1348617069172977668,What a test match. Great effort Team India 🇮🇳 @bcci https://t.co/RxV3TMB7Wu,ImRo45
28,2020-12-29 04:39:22+00:00,167213,10252,1343778615008194562,Fantastic win for the Team India at the MCG. Character and composure shown throughout the game was excellent to watch @bcci,ImRo45
29,2020-12-25 04:46:24+00:00,102758,4298,1342330834557095937,Merry Christmas to all and happy holidays! Miss you my girls @ritssajdeh  🎄 https://t.co/wNetCHdJ6A,ImRo45
30,2020-12-23 06:15:25+00:00,109507,4815,1341628458275909632,"Congratulations bro, best wishes to both of you. Keep those googlies for opposition not her 😉 https://t.co/LJFWnLhYbA",ImRo45
31,2020-12-13 13:47:46+00:00,141408,5491,1338118418134753280,5 yrs down....lifetime to go @ritssajdeh 😍 https://t.co/PoYknOjLN5,ImRo45
32,2020-12-13 09:30:29+00:00,26689,3733,1338053669648887808,@StarSportsIndia More to come 😊,ImRo45
33,2020-12-06 12:28:01+00:00,186833,9508,1335561631732908032,What a series win for Team India. Loved the way they played nice and composed. Big 👍 to each one of them. @BCCI,ImRo45
34,2020-11-26 09:30:00+00:00,33613,1436,1331892953774579713,"Bhai bhai ke beech mein, ek shaana aur doosra dedh shaana... #YeMainKarLetaHoon @Dream11 https://t.co/dsUxzpXStY",ImRo45
35,2020-11-14 14:43:28+00:00,186315,7373,1327623186674896904,Happy Diwali to all. Lighten up with your loved ones. Stay safe and sound 😁 🪔 @ritssajdeh https://t.co/oXwR3uQ3Yx,ImRo45
36,2020-11-12 14:25:08+00:00,104270,5207,1326893797247078401,Have to admire the commitment &amp; discipline shown by @ipl and @BCCI crew for the smooth and safe conduct of the #IPL2020. Also a big hand to all 8 franchise for creating a safe bio secure bubble for teams and family 👏 👏,ImRo45
37,2020-11-12 07:47:34+00:00,63955,5507,1326793747238096896,We indeed went even this season. Bola tha aapko mamu inki ganit weak hai 😁😁 @mipaltan @StarSportsIndia https://t.co/W81Cp0U29m,ImRo45
38,2020-11-11 03:26:03+00:00,152208,10849,1326365546225537025,Valiant effort through the season. Loved being part of it. What an experience @mipaltan #OneFamily https://t.co/3tcbCUqgnc,ImRo45
39,2020-10-30 09:54:03+00:00,80308,4192,1322114534073663488,A must read book #CricketDrona about a great man in the cricketing fraternity. Vasu sir has been one of the influential people in my career in guiding me through the right path and giving me confidence in my younger days which helped me a great deal. https://t.co/Kw7j9oz7lW,ImRo45
40,2020-10-22 17:31:25+00:00,39555,2591,1319330534204436480,"While I’m busy striking the right balance between me time &amp; field time, here is something for you. Check out #CEATBalanceTheBatChallenge! So what if you can’t beat me on-field? Try here! I nominate @abhisheknayar1 &amp; @vikramsathaye to beat me! #Dream11IPL #CEATTyreStrategicTimeout https://t.co/CRvzTpV6NX",ImRo45
41,2020-10-14 15:50:47+00:00,120391,6133,1316406102188318720,Bit late. Wish you a great day @GautamGambhir have a cracking year ahead 🎂 https://t.co/EPa1JHk75S,ImRo45
42,2020-10-14 14:44:08+00:00,11268,855,1316389331729219584,"Hey guys, go grab one from my favourite collection of Aristocrat bags this festive season and travel in style! You could also avail of some amazing offers on https://t.co/xCdJdjnGC4 or https://t.co/CRtgboM776. So go ahead - #UnpackYourDreams https://t.co/wzRVB2vbPG",ImRo45
43,2020-10-13 11:00:01+00:00,17002,1303,1315970542231576576,"Hum hain #TeamBharatPe, jo desh ke har dukandar ke saath hain khade! 

Ab payment accept karein kisi bhi card aur app se bina koi charge aur milein cricket stars se!

🇮🇳 BharatPe Lagao Dhandha Badhao @bharatpeindia https://t.co/kWF9oHOm3o",ImRo45
44,2020-10-12 15:12:20+00:00,4906,351,1315671651523072000,#Foxstarstudios @akshaykumar @aliaa08 @YUVSTRONG12 @kunalkemmu @advani_kiara @offl_Lawrence @Shabinaa_Ent @tusshkapoor @foxstarhindi #CapeOfGoodFilms #ShabinaaEntertainment #TussharEntertainmentHouse  @ZeeMusicCompany,ImRo45
45,2020-10-12 15:12:08+00:00,19887,1659,1315671602114097152,"Keep your Popcorn🍿 Nachos, Coke🥤 Cushions and blankets ready as #LaxmmiBomb 💥 and more blockbusters are coming directly to your home soon. Watch First Day First Show ki home delivery, Dream11 IPL and exclusive Hotstar Specials only on @disneyplusHSVIP! https://t.co/xAtEqJUfQM",ImRo45
46,2020-10-11 22:27:59+00:00,73911,4805,1315418897672269826,Loved representing this jersey for the 150th time. This is and always will be my home. Appreciate everyone who has helped me through this journey 👊 @mipaltan 💙 https://t.co/YkdDpIiwWP,ImRo45
47,2020-10-09 07:47:55+00:00,44033,2952,1314472648638824448,".@SDhawan25, can u do better than this? I nominate you for #TheSahiHaiChallenge. #MutualFundsSahiHai @MFSahiHai https://t.co/Wcd8eOc14o",ImRo45
48,2020-10-02 08:46:41+00:00,22933,1557,1311950720090996736,@ImRaina Thanks bro 😊,ImRo45
49,2020-10-02 08:46:21+00:00,3714,400,1311950636624351232,@Mitch_Savage @IPL Thanks brother 😊,ImRo45
50,2020-09-25 14:08:36+00:00,24230,1759,1309495018588176384,"#Dream11IPL 2020 is on, Make your Dream11 team now! #YahanSabSameHai #YeApnaGameHai @Dream11 https://t.co/x6becHVWiq https://t.co/zKg9vJxqrl",ImRo45
51,2020-09-24 16:17:26+00:00,150777,10135,1309165051631276032,Some solid shots there by @klrahul11 classy hundred,ImRo45
